행정구역,2020년11월_계_총인구수,2020년11월_계_연령구간인구수,2020년11월_계_0세,2020년11월_남_총인구수,2020년11월_남_연령구간인구수,2020년11월_남_0세,2020년11월_여_총인구수,2020년11월_여_연령구간인구수,2020년11월_여_0세
전라남도 담양군 담양읍(4671025000),"14,336",105,105,"7,265",49,49,"7,071",56,56
전라남도 담양군 봉산면(4671031000),"2,813",13,13,"1,429",4,4,"1,384",9,9
전라남도 담양군 고서면(4671032000),"3,193",19,19,"1,611",8,8,"1,582",11,11
전라남도 담양군 가사문학면(4671033500),"1,273",0,0,649,0,0,624,0,0
전라남도 담양군 창평면(4671034000),"3,666",15,15,"1,863",10,10,"1,803",5,5
전라남도 담양군 대덕면(4671035000),"1,923",9,9,988,2,2,935,7,7
전라남도 담양군 무정면(4671036000),"2,810",10,10,"1,581",7,7,"1,229",3,3
전라남도 담양군 금성면(4671037000),"2,656",16,16,"1,352",11,11,"1,304",5,5
전라남도 담양군 용면(4671038000),"1,865",6,6,931,5,5,934,1,1
전라남도 담양군 월산면(4671039000),"2,457",11,11,"1,227",5,5,"1,230",6,6
전라남도 담양군 수북면(4671040000),"4,538",18,18,"2,269",9,9,"2,269",9,9
전라남도 담양군 대전면(4671041000),"4,406",19,19,"2,178",10,10,"2,228",9,9
전라남도 곡성군 (4672000000),"28,036",68,68,"13,692",34,34,"14,344",34,34
전라남도 곡성군 곡성읍(4672025000),"7,819",32,32,"3,774",16,16,"4,045",16,16
전라남도 곡성군 오곡면(4672031000),"1,893",6,6,931,2,2,962,4,4
전라남도 곡성군 삼기면(4672032000),"1,651",1,1,807,0,0,844,1,1
전라남도 곡성군 석곡면(4672033000),"2,365",4,4,"1,124",2,2,"1,241",2,2
전라남도 곡성군 목사동면(4672034000),"1,342",1,1,649,1,1,693,0,0
전라남도 곡성군 죽곡면(4672035000),"1,927",1,1,939,1,1,988,0,0
전라남도 곡성군 고달면(4672036000),"1,173",3,3,571,2,2,602,1,1
전라남도 곡성군 옥과면(4672037000),"4,247",12,12,"2,092",7,7,"2,155",5,5
전라남도 곡성군 입면(4672038000),"2,485",5,5,"1,243",1,1,"1,242",4,4
전라남도 곡성군 겸면(4672039000),"1,710",2,2,846,2,2,864,0,0
전라남도 곡성군 오산면(4672040000),"1,424",1,1,716,0,0,708,1,1
전라남도 구례군 (4673000000),"25,577",91,91,"12,445",53,53,"13,132",38,38
전라남도 구례군 구례읍(4673025000),"10,788",54,54,"5,241",34,34,"5,547",20,20
전라남도 구례군 문척면(4673031000),"1,280",2,2,642,2,2,638,0,0
전라남도 구례군 간전면(4673032000),"1,533",1,1,753,0,0,780,1,1
전라남도 구례군 토지면(4673033000),"2,568",6,6,"1,250",4,4,"1,318",2,2
전라남도 구례군 마산면(4673034000),"2,691",6,6,"1,340",2,2,"1,351",4,4
전라남도 구례군 광의면(4673035000),"2,278",7,7,"1,072",3,3,"1,206",4,4
전라남도 구례군 용방면(4673036000),"1,480",5,5,708,3,3,772,2,2
전라남도 구례군 산동면(4673037000),"2,959",10,10,"1,439",5,5,"1,520",5,5
전라남도 고흥군 (4677000000),"64,013",241,241,"31,100",134,134,"32,913",107,107
전라남도 고흥군 고흥읍(4677025000),"12,512",83,83,"6,174",43,43,"6,338",40,40
전라남도 고흥군 도양읍(4677025300),"9,808",41,41,"4,797",23,23,"5,011",18,18
전라남도 고흥군 도양읍소록출장소(4677025400),615,2,2,312,1,1,303,1,1
전라남도 고흥군 도양읍시산출장소(4677025500),228,0,0,118,0,0,110,0,0
전라남도 고흥군 풍양면(4677031000),"3,167",6,6,"1,581",4,4,"1,586",2,2
전라남도 고흥군 도덕면(4677032000),"2,971",8,8,"1,423",5,5,"1,548",3,3
전라남도 고흥군 금산면(4677033000),"4,360",12,12,"2,111",6,6,"2,249",6,6
전라남도 고흥군 도화면(4677034000),"3,892",12,12,"1,875",3,3,"2,017",9,9
전라남도 고흥군 포두면(4677035000),"4,943",13,13,"2,370",7,7,"2,573",6,6
전라남도 고흥군 봉래면(4677036000),"1,909",6,6,929,6,6,980,0,0
전라남도 고흥군 점암면(4677037000),"2,661",2,2,"1,251",2,2,"1,410",0,0
전라남도 고흥군 과역면(4677038000),"3,322",7,7,"1,586",6,6,"1,736",1,1
전라남도 고흥군 남양면(4677039000),"2,325",7,7,"1,090",3,3,"1,235",4,4
전라남도 고흥군 동강면(4677040000),"3,134",15,15,"1,542",10,10,"1,592",5,5
전라남도 고흥군 대서면(4677041000),"2,302",13,13,"1,112",8,8,"1,190",5,5
전라남도 고흥군 두원면(4677042000),"3,091",8,8,"1,456",3,3,"1,635",5,5
전라남도 고흥군 영남면(4677044000),"1,284",3,3,619,1,1,665,2,2
전라남도 고흥군 동일면(4677045000),"1,489",3,3,754,3,3,735,0,0
전라남도 보성군 (4678000000),"40,494",122,122,"19,727",74,74,"20,767",48,48
전라남도 보성군 보성읍(4678025000),"9,202",43,43,"4,518",25,25,"4,684",18,18
전라남도 보성군 벌교읍(4678025300),"11,922",30,30,"5,823",24,24,"6,099",6,6
전라남도 보성군 노동면(4678031000),"1,108",3,3,535,2,2,573,1,1
전라남도 보성군 미력면(4678032000),"1,401",1,1,697,1,1,704,0,0
전라남도 보성군 겸백면(4678033000),"1,166",3,3,563,2,2,603,1,1
전라남도 보성군 율어면(4678034000),"1,195",4,4,575,3,3,620,1,1
전라남도 보성군 복내면(4678035000),"1,685",3,3,799,0,0,886,3,3
전라남도 보성군 문덕면(4678036000),889,1,1,458,1,1,431,0,0
전라남도 보성군 조성면(4678037000),"3,746",14,14,"1,791",7,7,"1,955",7,7
전라남도 보성군 득량면(4678038000),"2,798",6,6,"1,340",2,2,"1,458",4,4
전라남도 보성군 득량면예당출장소(4678038500),"1,250",4,4,602,3,3,648,1,1
전라남도 보성군 회천면(4678039000),"3,046",6,6,"1,502",2,2,"1,544",4,4
전라남도 보성군 웅치면(4678040000),"1,086",4,4,524,2,2,562,2,2
전라남도 화순군 (4679000000),"62,506",260,260,"30,896",132,132,"31,610",128,128
전라남도 화순군 화순읍(4679025000),"39,081",203,203,"19,208",105,105,"19,873",98,98
전라남도 화순군 한천면(4679031000),931,2,2,479,1,1,452,1,1
전라남도 화순군 한천면영외출장소(4679031500),425,0,0,199,0,0,226,0,0
전라남도 화순군 춘양면(4679032000),"1,818",4,4,923,1,1,895,3,3
전라남도 화순군 청풍면(4679033000),"1,036",2,2,503,1,1,533,1,1
전라남도 화순군 이양면(4679034000),"1,793",4,4,877,0,0,916,4,4
전라남도 화순군 능주면(4679035000),"3,259",15,15,"1,607",7,7,"1,652",8,8
전라남도 화순군 도곡면(4679036000),"2,896",11,11,"1,431",7,7,"1,465",4,4
전라남도 화순군 도암면(4679037000),"1,433",2,2,740,1,1,693,1,1
전라남도 화순군 이서면(4679038000),996,2,2,516,1,1,480,1,1
전라남도 화순군 백아면(4679039500),"1,608",3,3,804,2,2,804,1,1
전라남도 화순군 동복면(4679040000),"1,618",3,3,756,0,0,862,3,3
전라남도 화순군 사평면(4679041500),"2,184",5,5,"1,111",4,4,"1,073",1,1
전라남도 화순군 동면(4679042000),"3,428",4,4,"1,742",2,2,"1,686",2,2
전라남도 장흥군 (4680000000),"37,819",211,211,"18,367",110,110,"19,452",101,101
전라남도 장흥군 장흥읍(4680025000),"15,483",122,122,"7,547",68,68,"7,936",54,54
전라남도 장흥군 관산읍(4680025300),"5,010",31,31,"2,423",15,15,"2,587",16,16
전라남도 장흥군 대덕읍(4680025600),"3,410",9,9,"1,642",3,3,"1,768",6,6
전라남도 장흥군 용산면(4680031000),"2,334",7,7,"1,127",3,3,"1,207",4,4
전라남도 장흥군 안양면(4680032000),"2,844",10,10,"1,394",8,8,"1,450",2,2
전라남도 장흥군 장동면(4680033000),"1,267",10,10,597,2,2,670,8,8
전라남도 장흥군 장평면(4680034000),"2,104",3,3,"1,003",3,3,"1,101",0,0
전라남도 장흥군 유치면(4680035000),"1,086",2,2,545,1,1,541,1,1
전라남도 장흥군 부산면(4680036000),"1,461",5,5,715,1,1,746,4,4
전라남도 장흥군 회진면(4680037000),"2,820",12,12,"1,374",6,6,"1,446",6,6
전라남도 강진군 (4681000000),"34,670",127,127,"16,756",58,58,"17,914",69,69
전라남도 강진군 강진읍(4681025000),"13,760",58,58,"6,643",29,29,"7,117",29,29
전라남도 강진군 군동면(4681031000),"4,313",27,27,"2,090",8,8,"2,223",19,19
전라남도 강진군 칠량면(4681032000),"2,314",4,4,"1,123",3,3,"1,191",1,1
전라남도 강진군 대구면(4681033000),"1,152",2,2,546,0,0,606,2,2
전라남도 강진군 도암면(4681034000),"2,522",5,5,"1,217",2,2,"1,305",3,3
전라남도 강진군 신전면(4681035000),"1,805",7,7,858,3,3,947,4,4
전라남도 강진군 성전면(4681036000),"2,803",9,9,"1,367",5,5,"1,436",4,4
전라남도 강진군 작천면(4681037000),"1,865",6,6,902,4,4,963,2,2
전라남도 강진군 병영면(4681038000),"1,674",2,2,795,0,0,879,2,2
전라남도 강진군 옴천면(4681039000),651,0,0,317,0,0,334,0,0
전라남도 강진군 마량면(4681040000),"1,811",7,7,898,4,4,913,3,3
전라남도 해남군 (4682000000),"68,966",366,366,"34,040",192,192,"34,926",174,174
전라남도 해남군 해남읍(4682025000),"24,936",201,201,"12,267",110,110,"12,669",91,91
전라남도 해남군 삼산면(4682031000),"2,932",14,14,"1,451",3,3,"1,481",11,11
전라남도 해남군 화산면(4682032000),"3,263",10,10,"1,637",7,7,"1,626",3,3
전라남도 해남군 현산면(4682033000),"2,839",7,7,"1,414",3,3,"1,425",4,4
전라남도 해남군 송지면(4682034000),"6,173",32,32,"3,031",16,16,"3,142",16,16
전라남도 해남군 북평면(4682035000),"2,845",9,9,"1,373",4,4,"1,472",5,5
전라남도 해남군 북일면(4682036000),"2,020",6,6,957,4,4,"1,063",2,2
전라남도 해남군 옥천면(4682037000),"3,030",6,6,"1,511",2,2,"1,519",4,4
전라남도 해남군 계곡면(4682038000),"2,165",8,8,"1,009",3,3,"1,156",5,5
전라남도 해남군 마산면(4682039000),"2,416",5,5,"1,216",2,2,"1,200",3,3
전라남도 해남군 황산면(4682040000),"4,855",15,15,"2,383",10,10,"2,472",5,5
전라남도 해남군 산이면(4682041000),"3,814",20,20,"1,923",8,8,"1,891",12,12
전라남도 해남군 문내면(4682042000),"4,049",14,14,"2,010",8,8,"2,039",6,6
전라남도 해남군 화원면(4682043000),"3,629",19,19,"1,858",12,12,"1,771",7,7
전라남도 영암군 (4683000000),"53,752",275,275,"27,650",138,138,"26,102",137,137
전라남도 영암군 영암읍(4683025000),"8,265",40,40,"4,100",22,22,"4,165",18,18
전라남도 영암군 삼호읍(4683025300),"14,943",103,103,"7,961",42,42,"6,982",61,61
전라남도 영암군 삼호읍서부출장소(4683025400),"6,534",39,39,"3,742",25,25,"2,792",14,14
전라남도 영암군 덕진면(4683031000),"1,860",8,8,906,4,4,954,4,4
전라남도 영암군 금정면(4683032000),"2,071",7,7,"1,042",3,3,"1,029",4,4
전라남도 영암군 신북면(4683033000),"3,786",13,13,"1,905",7,7,"1,881",6,6
전라남도 영암군 시종면(4683034000),"3,591",20,20,"1,775",8,8,"1,816",12,12
전라남도 영암군 도포면(4683035000),"2,281",7,7,"1,161",3,3,"1,120",4,4
전라남도 영암군 군서면(4683036000),"3,193",13,13,"1,529",11,11,"1,664",2,2
전라남도 영암군 서호면(4683037000),"1,930",6,6,917,3,3,"1,013",3,3
전라남도 영암군 학산면(4683038000),"3,007",10,10,"1,457",5,5,"1,550",5,5
전라남도 영암군 미암면(4683039000),"2,291",9,9,"1,155",5,5,"1,136",4,4
전라남도 무안군 (4684000000),"85,245",413,413,"42,829",222,222,"42,416",191,191
전라남도 무안군 무안읍(4684025000),"10,644",46,46,"5,320",31,31,"5,324",15,15
전라남도 무안군 일로읍(4684025300),"12,095",74,74,"6,078",34,34,"6,017",40,40
전라남도 무안군 삼향읍(4684025600),"5,559",9,9,"2,913",4,4,"2,646",5,5
전라남도 무안군 삼향읍남악출장소(4684025800),"32,718",244,244,"16,192",132,132,"16,526",112,112
전라남도 무안군 몽탄면(4684032000),"3,112",3,3,"1,547",3,3,"1,565",0,0
전라남도 무안군 청계면(4684033000),"6,366",10,10,"3,279",4,4,"3,087",6,6
전라남도 무안군 현경면(4684034000),"4,709",11,11,"2,366",8,8,"2,343",3,3
전라남도 무안군 망운면(4684035000),"2,027",2,2,"1,044",0,0,983,2,2
전라남도 무안군 해제면(4684036000),"5,031",8,8,"2,548",3,3,"2,483",5,5
전라남도 무안군 운남면(4684037000),"2,984",6,6,"1,542",3,3,"1,442",3,3
전라남도 함평군 (4686000000),"32,112",123,123,"16,079",56,56,"16,033",67,67
전라남도 함평군 함평읍(4686025000),"8,403",44,44,"4,136",18,18,"4,267",26,26
전라남도 함평군 손불면(4686031000),"3,411",12,12,"1,700",8,8,"1,711",4,4
전라남도 함평군 신광면(4686032000),"1,871",4,4,934,2,2,937,2,2
전라남도 함평군 학교면(4686033000),"3,902",15,15,"1,942",4,4,"1,960",11,11
전라남도 함평군 엄다면(4686034000),"1,934",6,6,931,2,2,"1,003",4,4
전라남도 함평군 대동면(4686035000),"3,125",12,12,"1,603",6,6,"1,522",6,6
전라남도 함평군 나산면(4686036000),"2,876",8,8,"1,422",5,5,"1,454",3,3
전라남도 함평군 해보면(4686037000),"2,874",5,5,"1,455",2,2,"1,419",3,3
전라남도 함평군 월야면(4686038000),"3,716",17,17,"1,956",9,9,"1,760",8,8
전라남도 영광군 (4687000000),"53,183",535,535,"26,517",295,295,"26,666",240,240
전라남도 영광군 영광읍(4687025000),"21,908",249,249,"10,734",144,144,"11,174",105,105
전라남도 영광군 백수읍(4687025300),"4,710",35,35,"2,362",19,19,"2,348",16,16
전라남도 영광군 홍농읍(4687025600),"6,962",86,86,"3,643",45,45,"3,319",41,41
전라남도 영광군 대마면(4687031000),"1,804",15,15,965,7,7,839,8,8
전라남도 영광군 묘량면(4687032000),"1,779",16,16,864,12,12,915,4,4
전라남도 영광군 불갑면(4687033000),"1,366",20,20,683,12,12,683,8,8
전라남도 영광군 군서면(4687034000),"2,318",10,10,"1,175",2,2,"1,143",8,8
전라남도 영광군 군남면(4687035000),"2,404",15,15,"1,159",10,10,"1,245",5,5
전라남도 영광군 염산면(4687036000),"4,045",29,29,"1,981",11,11,"2,064",18,18
전라남도 영광군 법성면(4687037000),"5,295",58,58,"2,590",33,33,"2,705",25,25
전라남도 영광군 낙월면(4687038000),403,2,2,248,0,0,155,2,2
전라남도 영광군 낙월면안마출장소(4687038500),189,0,0,113,0,0,76,0,0
전라남도 장성군 (4688000000),"44,543",256,256,"22,816",143,143,"21,727",113,113
전라남도 장성군 장성읍(4688025000),"13,492",80,80,"6,681",50,50,"6,811",30,30
전라남도 장성군 진원면(4688031000),"3,658",20,20,"1,843",14,14,"1,815",6,6
전라남도 장성군 남면(4688032000),"3,733",18,18,"2,003",11,11,"1,730",7,7
전라남도 장성군 동화면(4688033000),"1,850",10,10,973,4,4,877,6,6
전라남도 장성군 삼서면(4688034000),"3,414",16,16,"1,905",8,8,"1,509",8,8
전라남도 장성군 삼계면(4688035000),"6,196",57,57,"3,214",28,28,"2,982",29,29
전라남도 장성군 황룡면(4688036000),"4,125",25,25,"2,083",12,12,"2,042",13,13
전라남도 장성군 서삼면(4688037000),"1,558",12,12,814,7,7,744,5,5
전라남도 장성군 북일면(4688038000),"1,396",4,4,696,3,3,700,1,1
전라남도 장성군 북이면(4688039000),"2,897",9,9,"1,452",4,4,"1,445",5,5
전라남도 장성군 북하면(4688040000),"2,224",5,5,"1,152",2,2,"1,072",3,3
전라남도 완도군 (4689000000),"49,975",232,232,"25,137",116,116,"24,838",116,116
전라남도 완도군 완도읍(4689025000),"18,286",98,98,"9,228",52,52,"9,058",46,46
전라남도 완도군 금일읍(4689025300),"3,771",21,21,"1,912",11,11,"1,859",10,10
전라남도 완도군 노화읍(4689025600),"4,434",34,34,"2,217",13,13,"2,217",21,21
전라남도 완도군 노화읍넙도출장소(4689029000),779,2,2,429,1,1,350,1,1
전라남도 완도군 군외면(4689031000),"3,260",8,8,"1,634",4,4,"1,626",4,4
전라남도 완도군 신지면(4689032000),"3,447",13,13,"1,766",4,4,"1,681",9,9
전라남도 완도군 고금면(4689033000),"4,281",11,11,"2,080",6,6,"2,201",5,5
전라남도 완도군 약산면(4689034000),"2,375",8,8,"1,201",4,4,"1,174",4,4
전라남도 완도군 청산면(4689035000),"2,087",9,9,"1,024",4,4,"1,063",5,5
전라남도 완도군 청산면모도출장소(4689035500),230,0,0,119,0,0,111,0,0
전라남도 완도군 소안면(4689036000),"2,541",12,12,"1,254",6,6,"1,287",6,6
전라남도 완도군 금당면(4689037000),982,1,1,491,1,1,491,0,0
전라남도 완도군 보길면(4689038000),"2,686",12,12,"1,351",7,7,"1,335",5,5
전라남도 완도군 생일면(4689039000),816,3,3,431,3,3,385,0,0
전라남도 진도군 (4690000000),"30,748",107,107,"15,165",44,44,"15,583",63,63
전라남도 진도군 진도읍(4690025000),"10,902",59,59,"5,345",21,21,"5,557",38,38
전라남도 진도군 군내면(4690031000),"3,045",3,3,"1,544",3,3,"1,501",0,0
전라남도 진도군 고군면(4690032000),"3,663",10,10,"1,770",5,5,"1,893",5,5
전라남도 진도군 의신면(4690033000),"3,512",10,10,"1,797",7,7,"1,715",3,3
전라남도 진도군 임회면(4690034000),"3,455",13,13,"1,649",5,5,"1,806",8,8
전라남도 진도군 지산면(4690035000),"3,181",6,6,"1,529",1,1,"1,652",5,5
전라남도 진도군 조도면(4690036000),"2,348",4,4,"1,204",0,0,"1,144",4,4
전라남도 진도군 조도면가사출장소(4690036500),269,1,1,140,1,1,129,0,0
전라남도 진도군 조도면거차출장소(4690036600),373,1,1,187,1,1,186,0,0
전라남도 신안군 (4691000000),"39,009",128,128,"20,798",61,61,"18,211",67,67
전라남도 신안군 지도읍(4691025000),"4,241",11,11,"2,217",4,4,"2,024",7,7
전라남도 신안군 지도읍선도출장소(4691025100),242,0,0,127,0,0,115,0,0
전라남도 신안군 압해읍(4691025300),"5,821",13,13,"3,139",6,6,"2,682",7,7
전라남도 신안군 압해읍매화출장소(4691025400),244,2,2,125,1,1,119,1,1
전라남도 신안군 압해읍고이도출장소(4691025500),224,4,4,131,3,3,93,1,1
전라남도 신안군 증도면(4691031000),"1,484",5,5,806,3,3,678,2,2
전라남도 신안군 증도면병풍출장소(4691031500),320,1,1,185,0,0,135,1,1
전라남도 신안군 임자면(4691032000),"3,145",10,10,"1,675",3,3,"1,470",7,7
전라남도 신안군 자은면(4691033000),"2,264",6,6,"1,199",4,4,"1,065",2,2
전라남도 신안군 비금면(4691034000),"3,552",13,13,"1,862",7,7,"1,690",6,6
전라남도 신안군 도초면(4691035000),"2,524",9,9,"1,295",4,4,"1,229",5,5
전라남도 신안군 도초면우이도출장소(4691035500),217,0,0,127,0,0,90,0,0
전라남도 신안군 흑산면(4691036000),"2,335",10,10,"1,301",4,4,"1,034",6,6
전라남도 신안군 흑산면가거도출장소(4691036500),448,2,2,288,1,1,160,1,1
전라남도 신안군 흑산면태도출장소(4691036600),223,1,1,125,0,0,98,1,1
전라남도 신안군 흑산면홍도출장소(4691036700),516,4,4,297,2,2,219,2,2
전라남도 신안군 흑산면대둔도출장소(4691036800),321,1,1,190,1,1,131,0,0
전라남도 신안군 하의면(4691037000),"1,774",2,2,946,1,1,828,1,1
전라남도 신안군 신의면(4691038000),"1,560",4,4,858,1,1,702,3,3
전라남도 신안군 장산면(4691039000),"1,568",8,8,823,5,5,745,3,3
전라남도 신안군 안좌면(4691040000),"2,705",7,7,"1,404",3,3,"1,301",4,4
전라남도 신안군 안좌면자라출장소(4691040500),275,5,5,151,3,3,124,2,2
전라남도 신안군 팔금면(4691041000),976,3,3,483,1,1,493,2,2
전라남도 신안군 암태면(4691042000),"2,030",7,7,"1,044",4,4,986,3,3
경상북도  (4700000000),"2,639,245","12,551","12,551","1,328,939","6,443","6,443","1,310,306","6,108","6,108"
경상북도 포항시 (4711000000),"503,139","2,400","2,400","254,299","1,248","1,248","248,840","1,152","1,152"
경상북도 포항시 남구 (4711100000),"230,573","1,019","1,019","118,801",535,535,"111,772",484,484
경상북도 포항시 남구 구룡포읍(4711125000),"7,618",9,9,"3,849",2,2,"3,769",7,7
경상북도 포항시 남구 연일읍(4711125300),"30,645",119,119,"15,622",65,65,"15,023",54,54
경상북도 포항시 남구 오천읍(4711125600),"54,769",356,356,"29,028",187,187,"25,741",169,169
경상북도 포항시 남구 대송면(4711131000),"3,517",4,4,"1,825",1,1,"1,692",3,3
경상북도 포항시 남구 동해면(4711132000),"9,913",53,53,"5,004",28,28,"4,909",25,25
경상북도 포항시 남구 장기면(4711133000),"4,120",5,5,"2,031",3,3,"2,089",2,2
경상북도 포항시 남구 호미곶면(4711135000),"1,896",1,1,922,1,1,974,0,0
경상북도 포항시 남구 상대동(4711152500),"24,828",85,85,"12,800",49,49,"12,028",36,36
경상북도 포항시 남구 해도동(4711154500),"17,269",34,34,"8,881",19,19,"8,388",15,15
경상북도 포항시 남구 송도동(4711155000),"12,548",30,30,"6,301",15,15,"6,247",15,15
경상북도 포항시 남구 청림동(4711156000),"4,687",18,18,"2,527",13,13,"2,160",5,5
경상북도 포항시 남구 제철동(4711157000),"2,838",7,7,"1,661",5,5,"1,177",2,2
경상북도 포항시 남구 효곡동(4711158000),"30,472",116,116,"15,466",48,48,"15,006",68,68
경상북도 포항시 남구 대이동(4711159000),"25,453",182,182,"12,884",99,99,"12,569",83,83
경상북도 포항시 북구 (4711300000),"272,566","1,381","1,381","135,498",713,713,"137,068",668,668
경상북도 포항시 북구 흥해읍(4711325000),"40,632",261,261,"20,320",143,143,"20,312",118,118
경상북도 포항시 북구 신광면(4711331000),"2,889",3,3,"1,443",3,3,"1,446",0,0
경상북도 포항시 북구 청하면(4711332000),"4,832",2,2,"2,377",1,1,"2,455",1,1
경상북도 포항시 북구 송라면(4711333000),"2,502",1,1,"1,227",0,0,"1,275",1,1
경상북도 포항시 북구 기계면(4711334000),"4,940",5,5,"2,392",3,3,"2,548",2,2
경상북도 포항시 북구 죽장면(4711335000),"2,118",1,1,"1,059",0,0,"1,059",1,1
경상북도 포항시 북구 죽장면상옥출장소(4711335500),595,0,0,299,0,0,296,0,0
경상북도 포항시 북구 기북면(4711336000),"1,290",0,0,631,0,0,659,0,0
경상북도 포항시 북구 중앙동(4711352000),"15,756",48,48,"7,720",22,22,"8,036",26,26
경상북도 포항시 북구 양학동(4711363000),"17,200",73,73,"8,513",39,39,"8,687",34,34
경상북도 포항시 북구 죽도동(4711365500),"19,752",68,68,"9,730",33,33,"10,022",35,35
경상북도 포항시 북구 용흥동(4711366500),"22,344",91,91,"10,932",53,53,"11,412",38,38
경상북도 포항시 북구 우창동(4711368000),"32,268",231,231,"15,837",116,116,"16,431",115,115
경상북도 포항시 북구 두호동(4711369000),"23,143",111,111,"11,493",57,57,"11,650",54,54
경상북도 포항시 북구 장량동(4711370000),"72,757",424,424,"36,841",216,216,"35,916",208,208
경상북도 포항시 북구 환여동(4711371000),"9,548",62,62,"4,684",27,27,"4,864",35,35
경상북도 경주시 (4713000000),"253,468","1,068","1,068","126,867",551,551,"126,601",517,517
경상북도 경주시 감포읍(4713025000),"5,517",12,12,"2,747",7,7,"2,770",5,5
경상북도 경주시 안강읍(4713025300),"25,076",61,61,"12,457",30,30,"12,619",31,31
경상북도 경주시 건천읍(4713025600),"9,511",17,17,"4,814",10,10,"4,697",7,7
경상북도 경주시 외동읍(4713025900),"20,150",116,116,"10,659",58,58,"9,491",58,58
경상북도 경주시 양북면(4713031000),"4,317",27,27,"2,247",12,12,"2,070",15,15
경상북도 경주시 양남면(4713032000),"6,295",19,19,"3,353",6,6,"2,942",13,13
경상북도 경주시 내남면(4713033000),"4,730",5,5,"2,373",3,3,"2,357",2,2
경상북도 경주시 산내면(4713034000),"3,270",6,6,"1,622",3,3,"1,648",3,3
경상북도 경주시 서면(4713035000),"3,233",1,1,"1,610",0,0,"1,623",1,1
경상북도 경주시 현곡면(4713036000),"22,001",216,216,"10,852",120,120,"11,149",96,96
경상북도 경주시 강동면(4713037000),"6,335",15,15,"3,221",8,8,"3,114",7,7
경상북도 경주시 천북면(4713038000),"5,739",38,38,"2,984",25,25,"2,755",13,13
경상북도 경주시 중부동(4713051500),"5,324",17,17,"2,643",8,8,"2,681",9,9
경상북도 경주시 황오동(4713053000),"6,635",15,15,"3,204",10,10,"3,431",5,5
경상북도 경주시 성건동(4713055000),"14,121",25,25,"7,015",17,17,"7,106",8,8
경상북도 경주시 황남동(4713057000),"4,815",2,2,"2,386",1,1,"2,429",1,1
경상북도 경주시 선도동(4713059000),"14,999",61,61,"7,520",33,33,"7,479",28,28
경상북도 경주시 월성동(4713060500),"5,967",20,20,"2,932",10,10,"3,035",10,10
경상북도 경주시 용강동(4713061500),"22,067",156,156,"10,884",72,72,"11,183",84,84
경상북도 경주시 황성동(4713062100),"28,919",126,126,"14,210",63,63,"14,709",63,63
경상북도 경주시 동천동(4713063000),"22,870",70,70,"11,429",33,33,"11,441",37,37
경상북도 경주시 불국동(4713065000),"9,788",41,41,"4,815",20,20,"4,973",21,21
경상북도 경주시 보덕동(4713066000),"1,789",2,2,890,2,2,899,0,0
경상북도 김천시 (4715000000),"140,547",802,802,"70,498",424,424,"70,049",378,378
경상북도 김천시 아포읍(4715025000),"7,129",37,37,"3,597",19,19,"3,532",18,18
경상북도 김천시 농소면(4715031000),"3,020",6,6,"1,578",1,1,"1,442",5,5
경상북도 김천시 남면(4715032000),"3,145",9,9,"1,612",5,5,"1,533",4,4
경상북도 김천시 개령면(4715034000),"2,474",7,7,"1,252",4,4,"1,222",3,3
경상북도 김천시 감문면(4715035000),"3,309",10,10,"1,648",6,6,"1,661",4,4
경상북도 김천시 어모면(4715036000),"4,066",12,12,"2,066",6,6,"2,000",6,6
경상북도 김천시 봉산면(4715037000),"3,207",9,9,"1,644",5,5,"1,563",4,4
경상북도 김천시 대항면(4715038000),"3,487",6,6,"1,788",1,1,"1,699",5,5
경상북도 김천시 감천면(4715039000),"1,950",3,3,"1,013",3,3,937,0,0
경상북도 김천시 조마면(4715040000),"2,250",6,6,"1,119",3,3,"1,131",3,3
경상북도 김천시 구성면(4715041000),"2,830",6,6,"1,398",5,5,"1,432",1,1
경상북도 김천시 지례면(4715042000),"1,589",7,7,797,4,4,792,3,3
경상북도 김천시 부항면(4715043000),"1,259",2,2,624,1,1,635,1,1
경상북도 김천시 대덕면(4715044000),"2,308",3,3,"1,150",2,2,"1,158",1,1
경상북도 김천시 증산면(4715045000),"1,040",3,3,504,2,2,536,1,1
경상북도 김천시 자산동(4715051600),"6,785",12,12,"3,458",7,7,"3,327",5,5
경상북도 김천시 평화남산동(4715053600),"7,637",24,24,"3,731",10,10,"3,906",14,14
경상북도 김천시 양금동(4715056500),"3,966",9,9,"1,916",4,4,"2,050",5,5
경상북도 김천시 대신동(4715057500),"25,098",142,142,"12,439",79,79,"12,659",63,63
경상북도 김천시 대곡동(4715059500),"20,454",80,80,"10,178",43,43,"10,276",37,37
경상북도 김천시 지좌동(4715061000),"11,079",88,88,"5,647",45,45,"5,432",43,43
경상북도 김천시 율곡동(4715064000),"22,465",321,321,"11,339",169,169,"11,126",152,152
경상북도 안동시 (4717000000),"158,803",733,733,"78,632",381,381,"80,171",352,352
경상북도 안동시 풍산읍(4717025000),"6,401",10,10,"3,229",6,6,"3,172",4,4
경상북도 안동시 와룡면(4717031000),"4,116",15,15,"2,124",11,11,"1,992",4,4
경상북도 안동시 북후면(4717032000),"3,038",4,4,"1,600",3,3,"1,438",1,1
