행정구역,2020년11월_계_총인구수,2020년11월_계_연령구간인구수,2020년11월_계_0세,2020년11월_남_총인구수,2020년11월_남_연령구간인구수,2020년11월_남_0세,2020년11월_여_총인구수,2020년11월_여_연령구간인구수,2020년11월_여_0세
경상북도 안동시 서후면(4717033000),"3,580",10,10,"1,887",3,3,"1,693",7,7
경상북도 안동시 풍천면(4717034000),"6,636",53,53,"3,419",28,28,"3,217",25,25
경상북도 안동시 일직면(4717035000),"2,790",7,7,"1,356",2,2,"1,434",5,5
경상북도 안동시 남후면(4717036000),"1,797",1,1,900,0,0,897,1,1
경상북도 안동시 남선면(4717037000),"2,117",5,5,"1,086",4,4,"1,031",1,1
경상북도 안동시 임하면(4717038000),"2,887",4,4,"1,505",2,2,"1,382",2,2
경상북도 안동시 길안면(4717039000),"2,724",3,3,"1,372",0,0,"1,352",3,3
경상북도 안동시 임동면(4717040000),"1,755",2,2,900,1,1,855,1,1
경상북도 안동시 예안면(4717041000),"1,879",1,1,974,0,0,905,1,1
경상북도 안동시 도산면(4717042000),"1,634",1,1,853,1,1,781,0,0
경상북도 안동시 녹전면(4717043000),"1,772",2,2,918,2,2,854,0,0
경상북도 안동시 중구동(4717051000),"5,073",19,19,"2,475",11,11,"2,598",8,8
경상북도 안동시 명륜동(4717052000),"5,068",31,31,"2,448",21,21,"2,620",10,10
경상북도 안동시 용상동(4717055500),"22,279",122,122,"11,054",53,53,"11,225",69,69
경상북도 안동시 서구동(4717058500),"9,194",28,28,"4,431",14,14,"4,763",14,14
경상북도 안동시 태화동(4717060000),"13,397",76,76,"6,644",46,46,"6,753",30,30
경상북도 안동시 평화동(4717062000),"6,379",24,24,"3,092",9,9,"3,287",15,15
경상북도 안동시 안기동(4717063000),"6,309",24,24,"3,136",13,13,"3,173",11,11
경상북도 안동시 옥동(4717065000),"21,909",122,122,"10,438",54,54,"11,471",68,68
경상북도 안동시 송하동(4717066000),"15,687",109,109,"7,649",65,65,"8,038",44,44
경상북도 안동시 강남동(4717069000),"10,382",60,60,"5,142",32,32,"5,240",28,28
경상북도 구미시 (4719000000),"416,279","2,629","2,629","213,634","1,352","1,352","202,645","1,277","1,277"
경상북도 구미시 선산읍(4719025000),"15,038",42,42,"7,430",24,24,"7,608",18,18
경상북도 구미시 고아읍(4719025300),"36,493",196,196,"18,513",103,103,"17,980",93,93
경상북도 구미시 무을면(4719031000),"1,876",3,3,930,2,2,946,1,1
경상북도 구미시 옥성면(4719032000),"1,736",0,0,887,0,0,849,0,0
경상북도 구미시 도개면(4719033000),"2,208",0,0,"1,132",0,0,"1,076",0,0
경상북도 구미시 해평면(4719034000),"4,127",4,4,"2,143",0,0,"1,984",4,4
경상북도 구미시 산동면(4719035000),"26,673",534,534,"13,921",267,267,"12,752",267,267
경상북도 구미시 장천면(4719036000),"3,167",4,4,"1,624",1,1,"1,543",3,3
경상북도 구미시 송정동(4719051000),"24,461",125,125,"12,078",59,59,"12,383",66,66
경상북도 구미시 원평1동(4719052000),"3,804",7,7,"2,091",4,4,"1,713",3,3
경상북도 구미시 원평2동(4719053000),"3,229",3,3,"1,669",2,2,"1,560",1,1
경상북도 구미시 도량동(4719055100),"30,071",119,119,"14,754",62,62,"15,317",57,57
경상북도 구미시 지산동(4719055500),"2,273",5,5,"1,174",1,1,"1,099",4,4
경상북도 구미시 선주원남동(4719056500),"39,633",172,172,"20,147",87,87,"19,486",85,85
경상북도 구미시 형곡1동(4719058200),"14,706",55,55,"7,277",29,29,"7,429",26,26
경상북도 구미시 형곡2동(4719058300),"17,126",46,46,"8,627",28,28,"8,499",18,18
경상북도 구미시 신평1동(4719059000),"3,309",17,17,"1,839",9,9,"1,470",8,8
경상북도 구미시 신평2동(4719060000),"3,269",27,27,"1,782",13,13,"1,487",14,14
경상북도 구미시 비산동(4719061000),"6,313",79,79,"3,419",35,35,"2,894",44,44
경상북도 구미시 공단1동(4719062100),"6,956",95,95,"3,554",39,39,"3,402",56,56
경상북도 구미시 공단2동(4719062200),"4,431",59,59,"2,447",34,34,"1,984",25,25
경상북도 구미시 광평동(4719063000),"4,388",25,25,"2,357",17,17,"2,031",8,8
경상북도 구미시 상모사곡동(4719064500),"30,867",177,177,"16,106",85,85,"14,761",92,92
경상북도 구미시 임오동(4719066000),"19,061",131,131,"9,945",68,68,"9,116",63,63
경상북도 구미시 인동동(4719067000),"48,635",267,267,"25,102",155,155,"23,533",112,112
경상북도 구미시 진미동(4719068000),"16,056",62,62,"8,586",36,36,"7,470",26,26
경상북도 구미시 양포동(4719069000),"46,373",375,375,"24,100",192,192,"22,273",183,183
경상북도 영주시 (4721000000),"103,272",352,352,"51,170",171,171,"52,102",181,181
경상북도 영주시 풍기읍(4721025000),"10,646",19,19,"5,242",6,6,"5,404",13,13
경상북도 영주시 이산면(4721031000),"2,365",2,2,"1,217",1,1,"1,148",1,1
경상북도 영주시 평은면(4721032000),"1,456",1,1,736,0,0,720,1,1
경상북도 영주시 문수면(4721033000),"1,966",0,0,999,0,0,967,0,0
경상북도 영주시 장수면(4721034000),"2,208",1,1,"1,118",0,0,"1,090",1,1
경상북도 영주시 안정면(4721035000),"3,056",10,10,"1,545",5,5,"1,511",5,5
경상북도 영주시 봉현면(4721036000),"2,759",1,1,"1,401",0,0,"1,358",1,1
경상북도 영주시 순흥면(4721037000),"2,035",2,2,"1,018",2,2,"1,017",0,0
경상북도 영주시 단산면(4721038000),"1,909",1,1,955,0,0,954,1,1
경상북도 영주시 부석면(4721039000),"3,132",3,3,"1,555",1,1,"1,577",2,2
경상북도 영주시 상망동(4721051000),"7,979",20,20,"3,982",10,10,"3,997",10,10
경상북도 영주시 하망동(4721052500),"6,154",19,19,"2,944",7,7,"3,210",12,12
경상북도 영주시 영주1동(4721055000),"4,093",11,11,"1,992",6,6,"2,101",5,5
경상북도 영주시 영주2동(4721056000),"3,573",6,6,"1,706",3,3,"1,867",3,3
경상북도 영주시 휴천1동(4721059000),"6,715",30,30,"3,342",15,15,"3,373",15,15
경상북도 영주시 휴천2동(4721060000),"8,241",37,37,"4,049",21,21,"4,192",16,16
경상북도 영주시 휴천3동(4721061000),"8,044",17,17,"4,009",11,11,"4,035",6,6
경상북도 영주시 가흥1동(4721062000),"18,944",136,136,"9,520",66,66,"9,424",70,70
경상북도 영주시 가흥2동(4721063000),"7,997",36,36,"3,840",17,17,"4,157",19,19
경상북도 영천시 (4723000000),"101,904",552,552,"51,749",287,287,"50,155",265,265
경상북도 영천시 금호읍(4723025000),"11,070",52,52,"5,811",29,29,"5,259",23,23
경상북도 영천시 청통면(4723031000),"4,189",18,18,"2,180",9,9,"2,009",9,9
경상북도 영천시 신녕면(4723032000),"3,875",13,13,"1,903",7,7,"1,972",6,6
경상북도 영천시 화산면(4723033000),"3,257",7,7,"1,701",1,1,"1,556",6,6
경상북도 영천시 화북면(4723034000),"2,215",9,9,"1,094",3,3,"1,121",6,6
경상북도 영천시 화남면(4723035000),"3,147",13,13,"1,603",7,7,"1,544",6,6
경상북도 영천시 자양면(4723036000),"1,201",1,1,600,0,0,601,1,1
경상북도 영천시 임고면(4723037000),"4,230",12,12,"2,150",8,8,"2,080",4,4
경상북도 영천시 고경면(4723038000),"5,902",21,21,"3,229",12,12,"2,673",9,9
경상북도 영천시 북안면(4723039000),"4,440",11,11,"2,287",6,6,"2,153",5,5
경상북도 영천시 대창면(4723040000),"3,091",16,16,"1,629",7,7,"1,462",9,9
경상북도 영천시 동부동(4723051000),"29,490",214,214,"14,561",117,117,"14,929",97,97
경상북도 영천시 중앙동(4723052000),"9,780",52,52,"4,863",24,24,"4,917",28,28
경상북도 영천시 서부동(4723053500),"4,832",20,20,"2,390",11,11,"2,442",9,9
경상북도 영천시 완산동(4723054000),"6,953",69,69,"3,461",31,31,"3,492",38,38
경상북도 영천시 남부동(4723055500),"4,232",24,24,"2,287",15,15,"1,945",9,9
경상북도 상주시 (4725000000),"97,483",359,359,"47,779",181,181,"49,704",178,178
경상북도 상주시 함창읍(4725025000),"6,619",16,16,"3,193",6,6,"3,426",10,10
경상북도 상주시 중동면(4725031000),"1,416",0,0,686,0,0,730,0,0
경상북도 상주시 사벌국면(4725032500),"3,847",11,11,"1,878",7,7,"1,969",4,4
경상북도 상주시 낙동면(4725033000),"3,061",4,4,"1,481",2,2,"1,580",2,2
경상북도 상주시 낙동면동부출장소(4725033500),988,2,2,482,1,1,506,1,1
경상북도 상주시 청리면(4725034000),"2,682",4,4,"1,311",3,3,"1,371",1,1
경상북도 상주시 공성면(4725035000),"3,980",7,7,"1,960",3,3,"2,020",4,4
경상북도 상주시 외남면(4725036000),"1,671",7,7,835,3,3,836,4,4
경상북도 상주시 내서면(4725037000),"1,944",8,8,997,3,3,947,5,5
경상북도 상주시 모동면(4725038000),"2,579",3,3,"1,285",2,2,"1,294",1,1
경상북도 상주시 모서면(4725039000),"1,744",4,4,881,1,1,863,3,3
경상북도 상주시 모서면서부출장소(4725039500),758,6,6,362,3,3,396,3,3
경상북도 상주시 화동면(4725040000),"1,995",3,3,997,3,3,998,0,0
경상북도 상주시 화서면(4725041000),"2,782",18,18,"1,351",7,7,"1,431",11,11
경상북도 상주시 화북면(4725042000),"1,235",1,1,626,1,1,609,0,0
경상북도 상주시 화북면서부출장소(4725042600),338,0,0,178,0,0,160,0,0
경상북도 상주시 외서면(4725043000),"2,748",6,6,"1,290",2,2,"1,458",4,4
경상북도 상주시 은척면(4725044000),"1,150",3,3,529,1,1,621,2,2
경상북도 상주시 은척면북부출장소(4725044500),381,0,0,198,0,0,183,0,0
경상북도 상주시 공검면(4725045000),"2,141",4,4,"1,015",3,3,"1,126",1,1
경상북도 상주시 이안면(4725046000),"2,076",6,6,991,5,5,"1,085",1,1
경상북도 상주시 화남면(4725047000),819,1,1,395,0,0,424,1,1
경상북도 상주시 남원동(4725052000),"12,348",59,59,"6,052",32,32,"6,296",27,27
경상북도 상주시 북문동(4725053000),"9,194",51,51,"4,584",25,25,"4,610",26,26
경상북도 상주시 계림동(4725054000),"7,834",37,37,"3,732",14,14,"4,102",23,23
경상북도 상주시 동문동(4725055000),"8,363",41,41,"4,079",21,21,"4,284",20,20
경상북도 상주시 동성동(4725056000),"3,682",8,8,"1,818",4,4,"1,864",4,4
경상북도 상주시 신흥동(4725057000),"9,108",49,49,"4,593",29,29,"4,515",20,20
경상북도 문경시 (4728000000),"71,213",322,322,"34,874",163,163,"36,339",159,159
경상북도 문경시 문경읍(4728025000),"5,834",15,15,"2,826",4,4,"3,008",11,11
경상북도 문경시 문경읍갈평출장소(4728025100),"1,115",4,4,562,2,2,553,2,2
경상북도 문경시 가은읍(4728025300),"3,195",9,9,"1,550",2,2,"1,645",7,7
경상북도 문경시 가은읍북부출장소(4728025400),821,0,0,423,0,0,398,0,0
경상북도 문경시 영순면(4728031000),"2,451",3,3,"1,272",2,2,"1,179",1,1
경상북도 문경시 산양면(4728032000),"3,039",7,7,"1,510",1,1,"1,529",6,6
경상북도 문경시 호계면(4728033000),"2,397",2,2,"1,147",0,0,"1,250",2,2
경상북도 문경시 산북면(4728034000),"2,766",6,6,"1,370",4,4,"1,396",2,2
경상북도 문경시 동로면(4728035000),"1,942",6,6,990,0,0,952,6,6
경상북도 문경시 마성면(4728036000),"3,547",7,7,"1,681",4,4,"1,866",3,3
경상북도 문경시 농암면(4728037000),"2,619",7,7,"1,203",4,4,"1,416",3,3
경상북도 문경시 점촌1동(4728057000),"5,839",37,37,"2,864",20,20,"2,975",17,17
경상북도 문경시 점촌2동(4728058000),"7,088",33,33,"3,427",19,19,"3,661",14,14
경상북도 문경시 점촌3동(4728059000),"9,087",54,54,"4,514",31,31,"4,573",23,23
경상북도 문경시 점촌4동(4728060000),"3,153",13,13,"1,572",5,5,"1,581",8,8
경상북도 문경시 점촌5동(4728061000),"16,320",119,119,"7,963",65,65,"8,357",54,54
경상북도 경산시 (4729000000),"262,988","1,284","1,284","132,410",643,643,"130,578",641,641
경상북도 경산시 하양읍(4729025000),"25,655",83,83,"12,878",41,41,"12,777",42,42
경상북도 경산시 진량읍(4729025300),"36,273",138,138,"18,904",75,75,"17,369",63,63
경상북도 경산시 압량읍(4729025600),"20,926",180,180,"11,105",84,84,"9,821",96,96
경상북도 경산시 와촌면(4729031000),"6,005",16,16,"3,223",10,10,"2,782",6,6
경상북도 경산시 자인면(4729033000),"5,569",10,10,"2,826",4,4,"2,743",6,6
경상북도 경산시 용성면(4729034000),"3,338",2,2,"1,757",2,2,"1,581",0,0
경상북도 경산시 남산면(4729035000),"3,766",6,6,"1,950",4,4,"1,816",2,2
경상북도 경산시 남천면(4729037000),"3,033",2,2,"1,542",1,1,"1,491",1,1
경상북도 경산시 중방동(4729051000),"10,086",63,63,"4,890",34,34,"5,196",29,29
경상북도 경산시 중앙동(4729052000),"6,643",22,22,"3,302",8,8,"3,341",14,14
경상북도 경산시 남부동(4729053000),"20,175",116,116,"9,931",64,64,"10,244",52,52
경상북도 경산시 서부1동(4729054100),"36,810",147,147,"17,627",75,75,"19,183",72,72
경상북도 경산시 서부2동(4729054200),"29,850",207,207,"14,333",102,102,"15,517",105,105
경상북도 경산시 북부동(4729055000),"16,298",105,105,"8,860",44,44,"7,438",61,61
경상북도 경산시 동부동(4729056000),"38,561",187,187,"19,282",95,95,"19,279",92,92
경상북도 군위군 (4772000000),"23,299",59,59,"11,913",33,33,"11,386",26,26
경상북도 군위군 군위읍(4772025000),"8,218",28,28,"4,262",17,17,"3,956",11,11
경상북도 군위군 소보면(4772031000),"2,326",7,7,"1,188",5,5,"1,138",2,2
경상북도 군위군 효령면(4772032000),"3,761",8,8,"1,931",5,5,"1,830",3,3
경상북도 군위군 부계면(4772033000),"2,035",3,3,"1,042",0,0,993,3,3
경상북도 군위군 우보면(4772034000),"2,015",3,3,"1,012",1,1,"1,003",2,2
경상북도 군위군 의흥면(4772035000),"2,399",5,5,"1,160",3,3,"1,239",2,2
경상북도 군위군 산성면(4772036000),"1,190",3,3,603,1,1,587,2,2
경상북도 군위군 고로면(4772037000),"1,355",2,2,715,1,1,640,1,1
경상북도 의성군 (4773000000),"51,827",221,221,"25,326",119,119,"26,501",102,102
경상북도 의성군 의성읍(4773025000),"13,499",67,67,"6,630",38,38,"6,869",29,29
경상북도 의성군 단촌면(4773031000),"1,950",6,6,963,4,4,987,2,2
경상북도 의성군 점곡면(4773032000),"1,598",4,4,783,1,1,815,3,3
경상북도 의성군 옥산면(4773033000),"1,824",2,2,889,0,0,935,2,2
경상북도 의성군 사곡면(4773034000),"1,568",4,4,746,0,0,822,4,4
경상북도 의성군 춘산면(4773035000),"1,470",5,5,747,3,3,723,2,2
경상북도 의성군 가음면(4773036000),"1,468",11,11,734,5,5,734,6,6
경상북도 의성군 금성면(4773037000),"4,313",12,12,"2,122",7,7,"2,191",5,5
경상북도 의성군 봉양면(4773038000),"3,962",20,20,"1,912",10,10,"2,050",10,10
경상북도 의성군 비안면(4773039000),"2,557",16,16,"1,236",10,10,"1,321",6,6
경상북도 의성군 구천면(4773040000),"1,817",9,9,910,5,5,907,4,4
경상북도 의성군 단밀면(4773041000),"1,764",7,7,871,4,4,893,3,3
경상북도 의성군 단북면(4773042000),"1,805",5,5,858,3,3,947,2,2
경상북도 의성군 안계면(4773043000),"4,587",23,23,"2,179",13,13,"2,408",10,10
경상북도 의성군 다인면(4773044000),"3,838",14,14,"1,892",5,5,"1,946",9,9
경상북도 의성군 신평면(4773045000),812,6,6,388,5,5,424,1,1
경상북도 의성군 안평면(4773046000),"2,153",8,8,"1,071",4,4,"1,082",4,4
경상북도 의성군 안사면(4773047000),842,2,2,395,2,2,447,0,0
경상북도 청송군 (4775000000),"25,077",76,76,"12,518",43,43,"12,559",33,33
경상북도 청송군 청송읍(4775025000),"5,202",21,21,"2,592",14,14,"2,610",7,7
경상북도 청송군 주왕산면(4775031500),"1,859",5,5,919,4,4,940,1,1
경상북도 청송군 부남면(4775032000),"2,505",4,4,"1,227",1,1,"1,278",3,3
경상북도 청송군 현동면(4775033000),"2,093",6,6,"1,043",4,4,"1,050",2,2
경상북도 청송군 현서면(4775034000),"2,537",6,6,"1,259",4,4,"1,278",2,2
경상북도 청송군 안덕면(4775035000),"2,614",7,7,"1,251",3,3,"1,363",4,4
경상북도 청송군 파천면(4775036000),"1,792",4,4,891,1,1,901,3,3
경상북도 청송군 진보면(4775037000),"6,475",23,23,"3,336",12,12,"3,139",11,11
경상북도 영양군 (4776000000),"16,677",52,52,"8,246",25,25,"8,431",27,27
경상북도 영양군 영양읍(4776025000),"7,299",30,30,"3,588",15,15,"3,711",15,15
경상북도 영양군 입암면(4776031000),"2,142",7,7,"1,037",4,4,"1,105",3,3
경상북도 영양군 청기면(4776032000),"1,732",5,5,877,2,2,855,3,3
경상북도 영양군 일월면(4776033000),"1,765",3,3,872,1,1,893,2,2
경상북도 영양군 수비면(4776034000),"1,691",5,5,848,3,3,843,2,2
경상북도 영양군 석보면(4776035000),"2,048",2,2,"1,024",0,0,"1,024",2,2
경상북도 영덕군 (4777000000),"36,399",141,141,"17,226",64,64,"19,173",77,77
경상북도 영덕군 영덕읍(4777025000),"11,070",58,58,"5,288",32,32,"5,782",26,26
경상북도 영덕군 강구면(4777031000),"6,256",28,28,"2,944",9,9,"3,312",19,19
경상북도 영덕군 남정면(4777032000),"2,371",6,6,"1,147",3,3,"1,224",3,3
경상북도 영덕군 달산면(4777033000),"1,128",3,3,500,1,1,628,2,2
경상북도 영덕군 지품면(4777034000),"1,487",3,3,738,1,1,749,2,2
경상북도 영덕군 지품면원전출장소(4777034500),533,4,4,250,1,1,283,3,3
경상북도 영덕군 축산면(4777035000),935,1,1,441,0,0,494,1,1
경상북도 영덕군 축산면축산출장소(4777035500),"1,740",3,3,817,1,1,923,2,2
경상북도 영덕군 영해면(4777036000),"6,409",28,28,"2,964",14,14,"3,445",14,14
경상북도 영덕군 병곡면(4777037000),"2,781",4,4,"1,305",0,0,"1,476",4,4
경상북도 영덕군 창수면(4777038000),"1,689",3,3,832,2,2,857,1,1
경상북도 청도군 (4782000000),"42,332",116,116,"20,791",64,64,"21,541",52,52
경상북도 청도군 화양읍(4782025000),"7,202",29,29,"3,527",16,16,"3,675",13,13
경상북도 청도군 화양읍남성현출장소(4782025100),"1,111",3,3,551,2,2,560,1,1
경상북도 청도군 청도읍(4782025300),"10,318",40,40,"5,044",20,20,"5,274",20,20
경상북도 청도군 청도읍유호출장소(4782025400),"1,630",2,2,794,2,2,836,0,0
경상북도 청도군 각남면(4782031000),"2,122",6,6,"1,015",4,4,"1,107",2,2
경상북도 청도군 풍각면(4782032000),"3,952",13,13,"1,938",6,6,"2,014",7,7
경상북도 청도군 각북면(4782033000),"2,221",6,6,"1,092",4,4,"1,129",2,2
경상북도 청도군 이서면(4782034000),"4,530",8,8,"2,204",3,3,"2,326",5,5
경상북도 청도군 운문면(4782035000),"2,113",2,2,"1,036",2,2,"1,077",0,0
경상북도 청도군 금천면(4782036000),"3,338",5,5,"1,683",3,3,"1,655",2,2
경상북도 청도군 매전면(4782037000),"3,795",2,2,"1,907",2,2,"1,888",0,0
경상북도 고령군 (4783000000),"31,378",86,86,"16,076",41,41,"15,302",45,45
경상북도 고령군 대가야읍(4783025300),"10,106",35,35,"5,086",21,21,"5,020",14,14
경상북도 고령군 덕곡면(4783031000),"1,436",3,3,710,0,0,726,3,3
경상북도 고령군 운수면(4783032000),"1,882",7,7,938,3,3,944,4,4
경상북도 고령군 성산면(4783033000),"2,594",9,9,"1,419",4,4,"1,175",5,5
경상북도 고령군 다산면(4783034000),"8,433",15,15,"4,380",6,6,"4,053",9,9
